Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Aruba,22.1767807006836,21.7505397796631,20.6340808868408,21.8776302337646,19.6179790496826,23.201379776001,21.8537502288818,,,,,
Africa Eastern and Southern,17.548059463501,17.0224695205689,17.315450668335,17.2432594299316,18.0970993041992,16.9629096984863,17.1988105773926,17.1507606506348,17.3067045211792,15.3527202606201,14.5640897750854,13.6582899093628
Afghanistan,17.0675601959229,16.0484294891357,14.6199998855591,14.1028003692627,14.4659299850464,12.5089998245239,13.0909996032715,12.0332002639771,11.6960601806641,11.3437700271606,10.2538604736328,10.8801097869873
Africa Western and Central,17.0575704574585,14.563539981842,14.3328800201416,14.963604927063,12.9398798942566,13.121994972229,12.8548803329468,16.0584392547607,16.1141948699952,14.1593904495239,14.3399848937988,14.9346299171448
Angola,8.68476963043213,8.9399995803833,8.37042999267578,8.82697010040283,6.16283988952637,8.91878032684326,6.55097007751465,6.76378011703491,5.41023015975952,6.04536008834839,6.46722984313965,6.91961002349854
Albania,11.4857339859009,12.8400001525879,13.6099996566772,12.1239099502563,12.7399997711182,11.1775503158569,13.596960067749,12.3908004760742,10.9706964492798,13.4300003051758,12.0699996948242,
Andorra,,,,6.19552993774414,13.3152103424072,10.4428100585938,9.99098014831543,9.39243984222412,13.4619197845459,10.8952398300171,8.99186992645264,10.2600002288818
Arab World,12.7281746864318,11.3567366600037,10.7288789749146,11.4054298400879,11.4975643157959,10.4271550178528,11.4499998092651,11.1960496902466,12.2261047363281,12.0305099487305,11.912670135498,
United Arab Emirates,,6.474684715271,5.302161693573,5.54267072677612,5.48955917358398,6.06917762756348,5.15527582168579,5.50105953216553,5.36474275588989,12.6788196563721,11.7062301635742,
Argentina,15.0479698181152,15.1585597991943,14.5182600021362,14.4579296112061,13.7993297576904,13.9633102416992,13.3555402755737,13.2639198303223,12.5233402252197,12.5300703048706,11.9168996810913,
Armenia,12.4005098342896,12.5933399200439,12.3689699172974,11.1367597579956,9.36711978912354,10.6563596725464,10.1971998214722,10.4031295776367,8.98857975006104,10.0100002288818,8.82777976989746,8.27808952331543
American Samoa,,,,,,,,,,,,
Antigua and Barbuda,,,10.143256187439,10.7302341461182,9.85048580169678,7.7613525390625,6.76265001296997,7.39179992675781,7.23061990737915,8.54749011993408,8.94178009033203,9.90322971343994
Australia,14.3240003585815,13.4849996566772,13.1744003295898,14.0413904190063,13.8837900161743,14.085789680481,13.8043899536133,13.6023597717285,13.4772901535034,12.8453502655029,14.4300003051758,
Austria,10.7891302108765,10.9884901046753,10.7011804580688,10.7402896881104,10.4111604690552,10.6934795379639,10.9436302185059,10.8959798812866,10.7194204330444,10.7336597442627,8.89000034332275,
Azerbaijan,8.70083999633789,7.2198600769043,5.64367008209229,6.46412992477417,7.23872995376587,7.63110017776489,8.19999980926514,6.97016000747681,7.40912008285522,8.29069042205811,10.5025300979614,11.4832201004028
Burundi,16.5881004333496,14.9792995452881,16.4283199310303,17.2432594299316,23.8400001525879,27.4972400665283,20.784610748291,19.7648506164551,19.5192604064941,21.2221698760986,20.7419490814209,20.4385395050049
Belgium,11.9576501846313,11.6301403045654,11.0699214935303,11.8156795501709,11.8534097671509,12.0096797943115,12.1649503707886,12.3488998413086,12.2154998779297,12.2305097579956,11.1899995803833,
Benin,26.1439609527588,20.9563007354736,25.0213108062744,22.3412208557129,22.227710723877,17.4795207977295,18.7914009094238,19.8796501159668,17.7091808319092,,,
Burkina Faso,16.1728191375732,19.5006103515625,15.8953800201416,16.1652793884277,19.3681106567383,18.0270805358887,,21.4440002441406,22.661169052124,20.8894500732422,21.1117172241211,21.561954498291
Bangladesh,21,16.7939701080322,12.277943611145,11.8120946884155,13.3063278198242,12.0441026687622,13.9817361831665,13.8549823760986,11.9579200744629,11.3293676376343,10.3874378204346,10.221302986145
Bulgaria,11.1634197235107,11.1000499725342,10.6909198760986,11.4398002624512,9.42749786376953,9.70858001708984,9.73177337646484,12.7309503555298,11.7900295257568,11.7067098617554,9.55000019073486,
Bahrain,11.6999998092651,11.3999996185303,8.17982959747314,7.45860004425049,8.6840295791626,7.32818984985352,9.85000038146973,10.789999961853,9.89000034332275,8.48999977111816,9.36690330505371,9.08058261871338
"Bahamas, The",16.6100006103516,14.5200004577637,14.2200002670288,14.9399995803833,14.1599998474121,11.8315200805664,11.8747301101685,10.5860795974731,11.436710357666,11.2622804641724,11.2430200576782,10.1294498443604
Bosnia and Herzegovina,,,,,,,,,,,,
Belarus,11.7781295776367,11.6266498565674,12.7523002624512,12.2739896774292,12.406720161438,11.4617300033569,12.1587800979614,12.2816896438599,13.2640399932861,13.3307399749756,12.7811498641968,16.5380401611328
Belize,22.7557792663574,,,22.1886196136475,22.110710144043,21.5519199371338,20.5020198822021,21.6585102081299,22.1137504577637,22.2020206451416,21.5209808349609,22.1747493743896
Bermuda,12.9342403411865,,,,7.79644012451172,9.01879978179932,10.9283113479614,7.77346992492676,11.838062286377,12.4423589706421,12.2863397598267,13.2497959136963
Bolivia,18.2000007629395,15.8000001907349,17.4599990844727,15.6899995803833,15.0699996948242,16.3400001525879,17.6399993896484,18.0200004577637,19.0100002288818,13.5200004577637,14.1999998092651,10.4091358184814
Brazil,14.1598596572876,15.2690000534058,15.7277803421021,15.5927095413208,15.4438400268555,16.2181091308594,15.9288301467896,16.5049095153809,16.1483592987061,15.958080291748,,
Barbados,18.0963306427002,,16.7026901245117,14.844820022583,17.4510593414307,18.5185508728027,13.3624496459961,12.879150390625,16.358570098877,10.7784900665283,11.4934902191162,16.5802001953125
Brunei Darussalam,5.30208015441895,9.18218994140625,9.72642040252686,,9.98460006713867,,11.4419498443604,,,,,
Bhutan,11.7936897277832,13.0573701858521,17.5233993530273,15.6338195800781,17.030309677124,18.519287109375,18.7511940002441,20.3534240722656,18.3316287994385,20.3831558227539,17.7084941864014,15.7097816467285
Botswana,,,,,,17.5282592773438,16.503589630127,17.03955078125,15.6087102890015,15.3527202606201,15.5031461715698,
Central African Republic,6.47537994384766,7.8254599571228,10.6165704727173,8.08343982696533,9.3871898651123,8.38673973083496,7.31901979446411,8.89505004882813,9.13549995422363,9.79780960083008,9.78244018554688,9.08868980407715
Canada,12.3359603881836,12.2191400527954,12.8726816177368,11.2129096984863,12.1208801269531,12.351619720459,12.0354995727539,12.1707401275635,12.0848703384399,11.7379398345947,10,
Central Europe and the Baltics,11.0435695648193,10.8957004547119,10.6909198760986,9.57987022399902,10.0422105789185,10.099778175354,10.3819599151611,10.8470802307129,11.1128997802734,11.3313798904419,10.6599998474121,
Switzerland,15.2876396179199,15.4470500946045,15.474570274353,15.0943098068237,15.3216896057129,15.3883600234985,15.3604698181152,15.4610500335693,15.5327997207642,15.5572710037231,14.2399997711182,
Channel Islands,,,,,,,,,,,,
Chile,17.8533096313477,17.7475700378418,19.6674499511719,19.6776504516602,19.9210090637207,19.5937099456787,21.1555995941162,21.3112392425537,21.3660697937012,21.2335300445557,,
China,14.9620895385742,12.98703956604,14.4801797866821,13.4870796203613,12.8535099029541,12.1019296646118,11.885479927063,11.5886898040771,10.758620262146,11.2299995422363,10.5299997329712,
Cote d'Ivoire,22.7727508544922,22.4268608093262,20.8587608337402,21.5747299194336,21.7667808532715,21.1732196807861,22.3875999450684,20.6334991455078,18.2889003753662,17.3795795440674,15.0821800231934,14.9781799316406
Cameroon,18.7538890838623,14.8677701950073,15.1762199401855,13.8249502182007,12.8797597885132,13.243989944458,12.6946897506714,15.9128103256226,16.8831596374512,14.0946702957153,14.3899097442627,14.8910799026489
"Congo, Dem. Rep.",9.57849979400635,,,16.1747398376465,10.5539197921753,11.7383699417114,14.6354198455811,14.0076599121094,,,,21.6123027801514
"Congo, Rep.",24.7277793884277,8.72842502593994,9.32129955291748,14.7249002456665,6.55592012405396,7.95039987564087,12.8548803329468,15.68577003479,15.582799911499,17.9308891296387,18.2882499694824,17.8783493041992
Colombia,15.926830291748,14.772029876709,15.0223398208618,16.2627296447754,14.8089799880981,14.2927303314209,14.9271898269653,15.4687404632568,12.8371896743774,13.7191095352173,14.7466297149658,
Comoros,,21.4148693084717,18.4915103912354,16.0707302093506,18.8913593292236,13.3536500930786,,,,,,
Cabo Verde,14.2168998718262,15.1532802581787,16.121675491333,14.7782297134399,16.282190322876,16.7482299804688,17.8430099487305,16.4125804901123,17.5685405731201,15.1536998748779,17.0901908874512,15.112979888916
Costa Rica,22.8808898925781,23.0096206665039,23.5015602111816,22.8309097290039,23.1095294952393,23.3734302520752,23.4232006072998,30.1514205932617,26.086669921875,24.5510101318359,21.5394802093506,
Caribbean small states,16.1029396057129,15.7135152816772,16.0235795974732,17.3814802169799,17.5912947654725,14.3762245178223,14.7895903587341,14.1447253227234,14.177869796753,13.9673848152161,11.7679004669189,8.92938995361328
Cuba,,,16.4788303375244,16.5196533203125,15.8017377853394,15.2635679244995,14.9375658035278,13.5649137496948,12.6599740982056,14.2259435653687,16.6611003875732,
Curacao,,,20.1375484466553,21.858772277832,,19.5018730163574,13.7020921707153,,,,16.4101276397705,14.6464796066284
Cayman Islands,,,,,,,,,14.9241704940796,14.9581575393677,,
Cyprus,15.6494903564453,15.4976501464844,14.0066299438477,15.3621301651001,15.9277801513672,16.024959564209,16.4027805328369,15.6789302825928,11.8047428131104,13.6825504302979,12.9899997711182,
Czechia,9.24479961395264,9.82246017456055,9.44756984710693,9.4882698059082,9.3032398223877,13.7163095474243,13.9713001251221,9.76436042785645,10.5089197158813,11.0646600723267,10.7700004577637,
Germany,10.2690401077271,10.6654195785522,11.034740447998,10.9811096191406,11.107629776001,10.9991598129272,10.9105396270752,11.028450012207,11.2255802154541,11.3725595474243,9.18000030517578,
Djibouti,12.3283996582031,,17.07688331604,17.3199901580811,17.7485542297363,8.57643985748291,12.0085096359253,13.2546997070313,13.991530418396,,,
Dominica,,,,,,10.2080097198486,12.6981000900269,9.78390979766846,8.44583988189697,8.29829978942871,10.6661701202393,8.29360961914063
Denmark,15.1033401489258,15.0362596511841,12.4887104034424,15.2174396514893,13.8268203735352,12.8566246032715,14.2475996017456,15.3363304138184,13.4381999969482,13.9115695953369,11.9399995803833,
Dominican Republic,14.8493003845215,16.112699508667,16.9449005126953,25.9316005706787,13.1237001419067,22.5958499908447,21.9451999664307,22.343599319458,22.1554698944092,22.3415107727051,19.3228797912598,18.0149192810059
Algeria,,,15.9837255477905,17.6460342407227,16.469202041626,15.2029609680176,16.1110401153564,17.5560493469238,13.7749500274658,14.4634799957275,16.5491905212402,16.2131690979004
East Asia & Pacific (excluding high income),14.9620895385742,12.98703956604,16.069263458252,16.3013973236084,16.0459060668945,15.3179636001587,15.1154346466064,14.2568302154541,16.3258800506592,15.5219011306762,14.4071702957153,15.2768363952637
Early-demographic dividend,15.5491828918457,15.8000001907349,15.8995976448059,16.8596305847168,15.0699996948242,15.4930653572083,16.1861991882324,16.075439453125,15.7486653327942,14.9081001281738,15.5256185531616,15.5385265350342
East Asia & Pacific,14.9620895385742,14.6239700317382,16.3014478683472,16.4225387573242,16.1558227539063,15.3179636001587,15.1154346466064,14.6959352493286,16.0869150161744,13.9301948547363,14.4185853004455,14.7546062469482
Europe & Central Asia (excluding high income),11.6319317817688,12.8400001525879,13.2282700538635,12.2739896774292,12.5733599662781,11.4617300033569,12.6661996841431,12.9533596038818,12.9514999389648,13.344319820404,12.7811498641968,
Europe & Central Asia,11.1634197235107,11.9495749473571,12.0201797485352,11.9549598693848,11.6363201141357,11.7755451202393,12.2386302947998,12.1246600151062,11.7682347297668,12.0432996749878,11.0200004577637,
Ecuador,12.9965600967407,11.976110458374,11.5341501235962,11.4425401687622,12.0683097839355,12.5976495742798,12.8000001907349,13.8699998855591,14.5461587905884,11.6081800460815,11.5144195556641,10.398229598999
"Egypt, Arab Rep.",11.2975301742554,10.9475002288818,10.923150062561,11.9077796936035,11.9174404144287,11.92453956604,11.4499998092651,,,11.6400003433228,12.2600002288818,
Euro area,10.7891302108765,10.9884901046753,11.0699214935303,10.9811096191406,11.107629776001,10.9991598129272,10.9436302185059,11.0554304122925,11.2255802154541,11.3725595474243,10.625,
Eritrea,,,,,,,,,,,,
Spain,10.548810005188,10.6098098754883,9.18566036224365,9.49333953857422,9.53886032104492,9.76646041870117,9.96103954315186,10.2134895324707,10.0303297042847,10.0542297363281,8.89000034332275,
Estonia,13.7002401351929,13.3997602462769,12.0201797485352,12.6068696975708,11.6363201141357,13.0143003463745,13.091480255127,12.6480102539063,13.3533697128296,13.4449501037598,14.3500003814697,
Ethiopia,26.3040409088135,29.674430847168,30.5395393371582,27.0210990905762,25.9183807373047,27.0987091064453,23.0133590698242,26.5099201202393,24.0015506744385,20.9222011566162,,
European Union,10.7891302108765,10.9444904327393,11.034740447998,10.9811096191406,10.4111604690552,10.9991598129272,10.9436302185059,11.0449895858765,11.1475095748901,11.3725595474243,10.4449996948242,
Fragile and conflict affected situations,15.2339601516724,14.1760449409485,14.6199998855591,14.7249002456665,12.9398798942566,13,13.0454998016357,15,13.6974849700928,13.012809753418,11.6547751426696,14.8910799026489
Finland,12.066089630127,12.0114402770996,12.893159866333,12.5371704101563,12.4000902175903,12.4436101913452,12.312310218811,11.8638696670532,11.7464399337769,12.0432996749878,10.2299995422363,
Fiji,20.8386993408203,15.2347898483276,19.1289005279541,14.3003902435303,17.5109996795654,17.3918495178223,15.1698904037476,16.8171901702881,14.9348096847534,16.8337001800537,16.3917503356934,14.4644203186035
France,9.94799327850342,9.74048042297363,9.55476665496826,9.61137199401855,9.63418292999268,9.62054443359375,9.55982303619385,9.64824962615967,9.71734046936035,9.6723804473877,,
Faroe Islands,,,14.5415945053101,15.5952682495117,16.6729354858398,15.8809204101563,16.2558097839355,17.2471694946289,17.3627490997314,15.4121503829956,14.3579368591309,
"Micronesia, Fed. Sts.",,,17.7605037689209,,,22.3123893737793,21.5847091674805,19.1484508514404,17.1252899169922,18.1073093414307,,
Gabon,13.3304195404053,13.741250038147,12.5822696685791,8.73756980895996,11.225489616394,10.9131603240967,10.2796401977539,16.0584392547607,14.6950798034668,14.1593904495239,15.025520324707,15.1235303878784
United Kingdom,12.7819900512695,12.4685697555542,12.1257495880127,12.6602401733398,13.3537197113037,13.4902095794678,13.4486398696899,13.7612800598145,13.3440799713135,13.548210144043,10.5600004196167,
Georgia,8.99547100067139,9.26943016052246,6.70775985717773,10.4977359771729,10.5862731933594,11.1187028884888,12.6661996841431,12.9533596038818,12.9514999389648,13.3578996658325,11.1701898574829,11.5247602462769
Ghana,20.6961402893066,30.6343097686768,37.5209617614746,21.2222099304199,20.9851398468018,23.8087997436523,22.0933208465576,20.0976390838623,18.5981693267822,,,
Gibraltar,,,,,,,,,8.33333301544189,7.84023666381836,,8.59397792816162
Guinea,12.4383201599121,14.2593097686768,9.46061038970947,14.1328096389771,11.9895095825195,11.5987796783447,15.7688598632813,13.3767900466919,14.8701200485229,12.4053602218628,14.290060043335,11.9788904190063
"Gambia, The",17.6112308502197,15.1183300018311,13.7955303192139,10.5854196548462,11.7523202896118,11.0329303741455,10.4499597549438,15.4411373138428,11.3599195480347,14.097261428833,13.7683811187744,13.9794235229492
Guinea-Bissau,9.06923961639404,10.1997404098511,14.5397996902466,16.1913795471191,13,13,10,15,8.09971618652344,,8.00979328155518,9.31769847869873
Equatorial Guinea,,,,,,,,,,,,
Greece,7.8240270614624,8.20070362091064,8.10098075866699,7.18538379669189,8.53969955444336,7.15652990341187,8.10385704040527,7.16968011856079,7.41740989685059,7.50382995605469,7.46000003814697,
Grenada,,,,,,9.90250015258789,,14.0411701202393,10.0805730819702,,,10.0594644546509
Greenland,,,19.2527084350586,19.7645282745361,19.9428691864014,19.7375202178955,18.9728393554688,18.4625205993652,17.5557994842529,17.4335403442383,16.2472476959229,
Guatemala,19.2969207763672,20.246410369873,21.1051406860352,20.6379508972168,21.9593906402588,24.0855007171631,23.4347496032715,23.0880508422852,23.7495403289795,23.7553806304932,21.141170501709,22.9552707672119
Guam,,,,,,,,,,,,
Guyana,11.8387203216553,11.7207202911377,10.1866998672485,,18.735689163208,17.8026790618896,18.7175102233887,17.6357307434082,16.0032196044922,,,
High income,12.0118699073792,12.1152901649475,12.0201797485352,12.0942401885986,12.1208801269531,12.3199400901795,12.312310218811,11.9676303863525,11.7795262336731,12.2305097579956,11.2049999237061,
"Hong Kong SAR, China",19.9094104766846,20.1483306884766,18.6494808197021,20.3008003234863,17.6203994750977,18.608570098877,18.1269607543945,17.8412799835205,18.7878398895264,20.3140106201172,20.6210594177246,13.1164598464966
Honduras,,,15.7326250076294,19.864070892334,25.6536197662354,24.6445598602295,18.0094108581543,19.6704692840576,23.1551094055176,20.1177406311035,24.2547702789307,24.5982894897461
Heavily indebted poor countries (HIPC),17.6112308502197,15.3216900825501,15.8554248809814,16.1747398376465,16.5964698791504,16.5024948120117,15.3471603393555,16.3627490997314,17.1187191009521,14.4411740303039,13.9841904640198,14.435251712799
Croatia,8.73834991455078,8.47523021697998,9.7648401260376,9.46037006378174,10.0422105789185,10.099778175354,9.93892765045166,8.62314033508301,8.60007953643799,8.50961971282959,9.97999954223633,
Haiti,,,,,11.9841499328613,14.5677795410156,13.1072101593018,15.196849822998,14.6441402435303,12.8616704940796,11.6380405426025,16.1069355010986
Hungary,9.6772403717041,9.30111980438232,8.43414974212646,8.36808013916016,9.19532012939453,8.92302989959717,9.86271953582764,9.93560981750488,10.0842895507813,9.27134990692139,9.18000030517578,
IBRD only,14.9056949615478,14.0017952919006,14.9606199264526,14.4141998291016,13.7993297576904,14.0716381072998,14.7207298278809,14.6888599395752,14.5461587905884,13.8743395805359,14.1999998092651,
IDA & IBRD total,15.6813097000122,15.0124745368958,15.1324100494384,15.2130947113037,14.364839553833,14.3576202392578,14.7207298278809,15.115309715271,15.0313348770141,14.0959658622742,13.7798004150391,14.8910799026489
IDA total,16.5039100646973,15.209165096283,15.7326250076294,16.1700096130371,14.7788348197937,15.0263109207153,14.8494501113892,15.4411373138428,15.8884201049805,14.1555256843567,13.7683811187744,13.9794235229492
IDA blend,11.8646602630615,10.9246101379395,13.1084251403809,14.2749252319336,12.0902099609375,13.2156348228455,13.959180355072,15.68577003479,15.582799911499,12.8431749343872,12.5930609703064,12.5656790733338
Indonesia,16.6541805267334,18.0061302185059,18.0904197692871,17.6039295196533,17.6715202331543,20.5032997131348,21.2198009490967,16.1207408905029,16.5608901977539,17.3479995727539,19.1527996063232,
IDA only,16.5460052490235,15.3433799743652,15.8154697418213,16.1830596923828,15.8441047668457,15.3179636001587,14.8621935844421,15.3189935684204,15.8885202407837,14.2529492378235,13.7683811187744,13.9794235229492
Isle of Man,,,,,,,,,,,,
India,11.8336801528931,13.5649099349976,13.9921197891235,14.0501804351807,,15.6922197341919,15.7215003967285,15.8097696304321,16.6353797912598,16.7286491394043,16.5401592254639,
Not classified,,,,,,,,,,,,
Ireland,9.32332038879395,12.3308801651001,13.5315504074097,13.1633396148682,12.9841299057007,12.936840057373,13.3314304351807,13.325119972229,13.3242902755737,13.6130304336548,11.3299999237061,
"Iran, Islamic Rep.",19.2569103240967,20.1513805389404,17.3957901000977,21.6735000610352,19.6648693084717,18.5687503814697,19.4454307556152,20.3052101135254,21.1460399627686,21.2461605072021,23.1399402618408,
Iraq,,,,,,13,14,,,,,
Iceland,14.2312202453613,13.4359798431396,15.8849496841431,16.2046604156494,16.6743297576904,17.1551399230957,16.0048198699951,17.077169418335,17.2492198944092,17.4226894378662,15.2799997329712,
Israel,13.7162704467773,13.9657697677612,14.0771903991699,14.5331201553345,14.8553800582886,15.4929103851318,15.4365997314453,15.7010803222656,15.5212202072144,15.7419204711914,15.6000003814697,
Italy,8.68076992034912,8.36956024169922,8.01743030548096,8.1325798034668,7.9859299659729,8.09591007232666,7.77489995956421,8.29518032073975,8.79574012756348,8.44857978820801,7.46999979019165,
Jamaica,16.1029396057129,18.5819301605225,18.8092594146729,20.573860168457,21.7974891662598,20.0514793395996,19.1451206207275,18.4025402069092,18.5839996337891,17.3139896392822,,
Jordan,8.10000038146973,8.19999980926514,9,9.69999980926514,11.0900001525879,11.3400001525879,12.1501598358154,11.1960496902466,9.82532024383545,9.85974979400635,12.3699998855591,9.65727996826172
Japan,8.41750717163086,8.53705215454102,8.50433921813965,8.46380710601807,8.53448104858398,8.37435340881348,8.19608783721924,8.15319347381592,8.12965774536133,8.18295574188232,7.30999994277954,
Kazakhstan,16.9313163757324,18.1045742034912,19.2528705596924,17.9606075286865,17.3248329162598,12.193039894104,13.8440999984741,11.4199104309082,13.8801803588867,14.1095304489136,18.5968742370605,20.3446216583252
Kenya,20.5559902191162,19.2528305053711,19.923900604248,19.1356906890869,17.0810298919678,16.6646595001221,17.3545703887939,17.7087001800537,19.0351905822754,18.5200386047363,,
Kyrgyz Republic,15.6813097000122,18.1725292205811,18.1950092315674,17.7737903594971,14.364839553833,15.7167596817017,16.920919418335,16.2781391143799,16.7959003448486,16.472749710083,20.690954208374,18.8385047912598
Cambodia,7.33747005462646,7.33540010452271,7.19985008239746,14.0046253204346,13.6572694778442,15.3179636001587,15.1154346466064,15.9425449371338,16.863468170166,18.9377002716064,17.1683502197266,15.7361831665039
Kiribati,,18.2019901275635,17.985050201416,16.722620010376,16.6651496887207,13.7477502822876,12.8880500793457,12.5488796234131,15.1397199630737,12.3946599960327,20.1776103973389,19.2718391418457
St. Kitts and Nevis,,,9.62728404998779,13.771053314209,13.1689729690552,8.69246006011963,13.460000038147,12.8400001525879,13.5299997329712,12.2799997329712,11.1199998855591,7.16271018981934
"Korea, Rep.",14.8199996948242,,,,,14.6529598236084,14.3025398254395,14.2984504699707,14.3129301071167,13.8308200836182,,
Kuwait,7.86999988555908,8.19999980926514,10.5299997329712,11.5500001907349,10.5200004577637,9.51430988311768,10.51535987854,11.137809753418,11.7543096542358,12.8262996673584,11.912670135498,
Latin America & Caribbean (excluding high income),16.0148849487305,15.8000001907349,16.4788303375244,16.2627296447754,15.4438400268555,16.3400001525879,17.8701000213623,17.577299118042,16.5778503417969,15.0920119285583,15.336859703064,17.8741397857666
Lao PDR,7.24696016311646,8.2595796585083,7.36868000030518,13.341010093689,11.7573499679565,10.4693965911865,12.8905076980591,11.4389352798462,11.1683778762817,11.6231355667114,10.9106092453003,10.7599172592163
